,ranks,ids,names,symbols,type,algorithm,proof,icon,url links,description
295,296,xaurum,Xaurum,XAUR,Token,N/A,N/A,https://cdn.coinranking.com/HysRxv__Z/xaur.svg,http://www.xaurum.org/,0
296,297,vibe,VIBE,VIBE,Token,N/A,N/A,#N/A,#N/A,#N/A
297,298,soarcoin,Soarcoin,SOAR,Token,N/A,N/A,https://cdn.coinranking.com/media/14913644/soar.png?width=46,http://soarlabs.org/,0
298,299,energycoin,Energycoin,ENRG,Coin,Scrypt,PoW/PoS,https://cdn.coinranking.com/media/19697/enrg.png?width=46,https://energycoin.eu/,0
299,300,circuits-of-value,Circuits of Value,COVAL,Token,Multiple,PoW,#N/A,#N/A,#N/A
300,301,musicoin,Musicoin,MUSIC,Coin,Ethash,PoW,#N/A,#N/A,#N/A
301,302,the-champcoin,The ChampCoin,TCC,Coin,#N/A,#N/A,#N/A,http://thechampcoin.com/,0
302,303,nvo,NVO,NVST,Token,#N/A,#N/A,#N/A,#N/A,#N/A
303,304,bitzeny,Bitzeny,ZNY,Coin,Scrypt,PoW,https://cdn.coinranking.com/media/20691/zny.png?width=46,http://bitzeny.org/,0
304,305,boolberry,Boolberry,BBR,Coin,#N/A,#N/A,https://cdn.coinranking.com/media/19609/bbr.png?width=46,http://boolberry.com/,0
305,306,blackmoon-crypto,Blackmoon Crypto,BMC,Token,N/A,N/A,https://cdn.coinranking.com/media/12318008/bmc.png?width=46,https://www.blackmooncrypto.com/,0
306,307,etheroll,Etheroll,DICE,Token,N/A,N/A,https://cdn.coinranking.com/media/1383361/dice.png?width=46,https://etheroll.com/,0
307,308,nushares,NuShares,NSR,Token,#N/A,#N/A,https://cdn.coinranking.com/media/20378/nsr.png?width=46,https://nubits.com/nushares,0
308,309,blockmason,BlockMason Credit Protocol,BCPT,Token,N/A,N/A,#N/A,#N/A,#N/A
309,310,dopecoin,DopeCoin,DOPE,Coin,Scrypt,PoW,#N/A,#N/A,#N/A
310,311,target-coin,Target Coin,TGT,Token,#N/A,#N/A,https://cdn.coinranking.com/media/16746629/tgt.png?width=46,https://www.tgtcoins.com/,0
311,312,sphere,Sphere,SPHR,Coin,Scrypt,PoW/PoS,https://cdn.coinranking.com/media/19808/mrs.png?width=46,https://sphrpay.io/,0
312,313,novacoin,Novacoin,NVC,Coin,Scrypt,PoW/PoS,https://cdn.coinranking.com/HkCaHv_dZ/nvc.svg,http://novacoin.org,0
313,314,sequence,Sequence,SEQ,Coin,Scrypt,PoW/PoS,#N/A,#N/A,#N/A
314,315,oxycoin,Oxycoin,OXY,Coin,DPoS,DPoS,https://cdn.coinranking.com/media/9350753/oxy.png?width=46,https://oxycoin.io/,0
315,316,bitcrystals,Bitcrystals,BCY,Token,Counterparty,N/A,#N/A,#N/A,#N/A
316,317,oax,OAX,OAX,Token,N/A,N/A,#N/A,#N/A,#N/A
317,318,deeponion,DeepOnion,ONION,Coin,X13,PoW/PoS,https://cdn.coinranking.com/media/1383894/onion.png?width=46,https://deeponion.org/,0
318,319,bitmark,Bitmark,BTM,Coin,Scrypt,PoW,https://cdn.coinranking.com/HJX2LIdu-/btm.svg,http://bytom.io/,"Bytom is an interactive protocol of multiple byte assets. Heterogeneous byte-assets (indigenous digital currency, digital assets) that operate in different forms on the Bytom Blockchain and atomic assets (warrants, securities, dividends, bonds, intelligence information, forecasting information and other information that exist in the physical world) can be registered, exchanged, gambled and engaged in other more complicated and contract-based interoperations via Bytom."
319,320,dao-casino,DAO.Casino,BET,Coin,#N/A,#N/A,#N/A,#N/A,#N/A
320,321,memetic,Memetic / PepeCoin,MEME,Coin,X11,PoW/PoS,#N/A,https://memetic.ai/,0
321,322,chronobank,Chronobank,TIME,Token,N/A,N/A,#N/A,https://chronobank.io/,0
322,323,auroracoin,Auroracoin,AUR,Coin,Scrypt,PoW/PoS,#N/A,#N/A,#N/A
323,324,artbyte,ArtByte,ABY,Coin,Scrypt,PoW,#N/A,#N/A,#N/A
324,325,change,Change,CAG,Token,N/A,N/A,#N/A,#N/A,#N/A
325,326,earthcoin,EarthCoin,EAC,Coin,#N/A,#N/A,#N/A,#N/A,#N/A
326,327,curecoin,Curecoin,CURE,Coin,Scrypt,PoW,#N/A,#N/A,#N/A
327,328,rivetz,Rivetz,RVT,Token,N/A,N/A,https://cdn.coinranking.com/media/1383694/rvt.png?width=46,https://rivetzintl.com/,0
328,329,clearpoll,ClearPoll,POLL,Token,N/A,N/A,https://cdn.coinranking.com/media/12318144/poll.png?width=46,https://www.clearpoll.io/,0
329,330,blockcat,BlockCAT,CAT,Coin,#N/A,#N/A,#N/A,#N/A,#N/A
330,331,coss,COSS,COSS,Token,N/A,N/A,#N/A,#N/A,#N/A
331,332,masternodecoin,Masternodecoin,MTNC,Coin,#N/A,#N/A,#N/A,#N/A,#N/A
332,333,xenon,Xenon,XNN,Token,#N/A,#N/A,https://cdn.coinranking.com/media/14761938/xnn.png?width=46,https://xenon.network/,0
333,334,sharechain,Sharechain,SSS,Token,#N/A,#N/A,#N/A,#N/A,#N/A
334,335,internet-of-people,Internet of People,IOP,Coin,SHA256,PoW/PoS,#N/A,#N/A,#N/A
335,336,eccoin,ECC,ECC,Coin,#N/A,#N/A,#N/A,#N/A,#N/A
336,337,b2bx,B2B,B2B,Token,#N/A,#N/A,#N/A,#N/A,#N/A
337,338,bitcoin-plus,Bitcoin Plus,XBC,Coin,Scrypt,PoW/PoS,#N/A,#N/A,#N/A
338,339,oyster-pearl,Oyster Pearl,PRL,Token,#N/A,#N/A,#N/A,#N/A,#N/A
339,340,korecoin,Kore,KORE,Coin,X13,PoW/PoS,#N/A,#N/A,#N/A
340,341,hellogold,HelloGold,HGT,Token,#N/A,#N/A,#N/A,#N/A,#N/A
341,342,astro,Astro,ASTRO,Token,#N/A,#N/A,#N/A,#N/A,#N/A
342,343,latoken,LAToken,LA,Token,#N/A,#N/A,#N/A,#N/A,#N/A
343,344,martexcoin,MarteXcoin,MXT,Coin,#N/A,#N/A,#N/A,#N/A,#N/A
344,345,pesetacoin,Pesetacoin,PTC,Coin,Scrypt,PoW,#N/A,#N/A,#N/A
345,346,zephyr,Zephyr,ZEPH,Coin,#N/A,#N/A,#N/A,#N/A,#N/A
346,347,lockchain,LockChain,LOC,Token,#N/A,#N/A,#N/A,#N/A,#N/A
347,348,encrypgen,EncrypGen,DNA,Token,N/A,N/A,https://cdn.coinranking.com/media/16746452/dna.png?width=46,https://www.encrypgen.com/,0
348,349,lampix,Lampix,PIX,Token,N/A,N/A,#N/A,#N/A,#N/A
349,350,cvcoin,CVCoin,CVCOIN,Token,#N/A,#N/A,#N/A,#N/A,#N/A
350,351,belacoin,Bela,BELA,Coin,Scrypt,PoW,#N/A,#N/A,#N/A
351,352,ecobit,Ecobit,ECOB,Token,N/A,N/A,#N/A,#N/A,#N/A
352,353,tao,Tao,XTO,Coin,#N/A,#N/A,#N/A,http://tao.network/,0
353,354,qwark,Qwark,QWARK,Token,N/A,N/A,#N/A,#N/A,#N/A
354,355,investfeed,InvestFeed,IFT,Token,N/A,N/A,https://cdn.coinranking.com/media/12318127/ift.png?width=46,https://www.investfeed.com/,0
355,356,goldcoin,GoldCoin,GLD,Coin,Scrypt,PoW,#N/A,#N/A,#N/A
356,357,sexcoin,Sexcoin,SXC,Coin,Scrypt,PoW,#N/A,#N/A,#N/A
357,358,e-dinar-coin,E-Dinar Coin,EDR,Coin,X11,DPoS,#N/A,#N/A,#N/A
358,359,mybit-token,MyBit Token,MYB,Token,N/A,N/A,#N/A,#N/A,#N/A
359,360,decent-bet,DecentBet,DBET,Token,N/A,N/A,#N/A,#N/A,#N/A
360,361,toacoin,ToaCoin,TOA,Coin,Scrypt,PoW/PoS,https://cdn.coinranking.com/media/12318334/toacoin.png?width=46,http://www.toacoin.com/,0
361,362,primecoin,Primecoin,XPM,Coin,Multiple,PoW,#N/A,#N/A,#N/A
362,363,ethereum-movie-venture,Ethereum Movie Venture,EMV,Token,#N/A,#N/A,#N/A,#N/A,#N/A
363,364,apx,APX,APX,Token,N/A,N/A,#N/A,#N/A,#N/A
364,365,espers,Espers,ESP,Coin,HMQ1725,PoW/PoS,#N/A,#N/A,#N/A
365,366,exclusivecoin,ExclusiveCoin,EXCL,Coin,PoS,PoS,#N/A,#N/A,#N/A
366,367,riecoin,Riecoin,RIC,Coin,Groestl,PoW,#N/A,#N/A,#N/A
367,368,syndicate,Syndicate,SYNX,Coin,X11,PoW/PoS,#N/A,#N/A,#N/A
368,369,mcap,MCAP,MCAP,Token,N/A,N/A,https://cdn.coinranking.com/BktirLdu-/mcap.svg,https://bitcoingrowthfund.com/mcap,0
369,370,zclassic,ZClassic,ZCL,Coin,Equihash,PoW,#N/A,#N/A,#N/A
370,371,2give,2GIVE,2GIVE,Coin,Scrypt,PoW/PoS,#N/A,#N/A,#N/A
371,372,pluton,Pluton,PLU,Token,N/A,N/A,#N/A,#N/A,#N/A
372,373,blitzcash,Blitzcash,BLITZ,Coin,X13,PoS,#N/A,#N/A,#N/A
373,374,prizm,PRIZM,PZM,Coin,#N/A,#N/A,#N/A,#N/A,#N/A
374,375,project-decorum,Project Decorum,PDC,Token,N/A,N/A,#N/A,#N/A,#N/A
375,376,bitswift,Bitswift,SWIFT,Coin,Scrypt,PoW/PoS,#N/A,#N/A,#N/A
376,377,farad,Farad,FRD,Token,N/A,N/A,#N/A,#N/A,#N/A
377,378,dubaicoin-dbix,DubaiCoin,DBIX,Coin,Dagger-Hashimoto,PoW,#N/A,#N/A,#N/A
378,379,dovu,Dovu,DOVU,Token,#N/A,#N/A,#N/A,#N/A,#N/A
379,380,propy,Propy,PRO,Token,N/A,N/A,#N/A,#N/A,#N/A
380,381,trueflip,TrueFlip,TFL,Token,#N/A,#N/A,#N/A,#N/A,#N/A
381,382,dynamic,Dynamic,DYN,Coin,Argon2,PoW,#N/A,#N/A,#N/A
382,383,voisecom,Voise,VOISE,Token,N/A,N/A,#N/A,#N/A,#N/A
383,384,atmos,Atmos,ATMS,Coin,PoS,PoS,#N/A,#N/A,#N/A
384,385,breakout-stake,Breakout Stake,BRX,Coin,N/A,PoW/PoS,#N/A,#N/A,#N/A
385,386,creditbit,Creditbit,CRB,Token,#N/A,#N/A,#N/A,#N/A,#N/A
386,387,dcorp,DCORP,DRP,Token,N/A,N/A,#N/A,#N/A,#N/A
387,388,breakout,Breakout,BRK,Coin,SHA256,PoW/PoS,#N/A,#N/A,#N/A
388,389,sportyfi,SportyFi,SPF,Token,#N/A,#N/A,#N/A,#N/A,#N/A
389,390,primalbase,Primalbase Token,PBT,Token,N/A,N/A,#N/A,#N/A,#N/A
390,391,ebtcnew,eBitcoin,EBTC,Token,N/A,N/A,#N/A,#N/A,#N/A
391,392,trustplus,TrustPlus,TRUST,Coin,X11,PoW/PoS,#N/A,#N/A,#N/A
392,393,mintcoin,Mintcoin,MINT,Coin,Scrypt,PoS,#N/A,#N/A,#N/A
393,394,synergy,Synergy,SNRG,Coin,X11,PoW/PoS,#N/A,#N/A,#N/A
394,395,bonpay,Bonpay,BON,Token,#N/A,#N/A,#N/A,#N/A,#N/A
395,396,elixir,Elixir,ELIX,Token,#N/A,#N/A,#N/A,#N/A,#N/A
396,397,paccoin,Paccoin,PAC,Coin,SHA256D,PoW,#N/A,#N/A,#N/A
397,398,aeron,Aeron,ARN,Token,N/A,N/A,#N/A,#N/A,#N/A
398,399,europecoin,EuropeCoin,ERC,Coin,X11,PoW/PoS,#N/A,#N/A,#N/A
399,400,yocoin,Yocoin,YOC,Coin,Scrypt,PoW,#N/A,#N/A,#N/A
400,401,flixxo,Flixxo,FLIXX,Token,N/A,N/A,#N/A,#N/A,#N/A
401,402,bismuth,Bismuth,BIS,Coin,N/A,PoW,#N/A,#N/A,#N/A
402,403,cannabiscoin,CannabisCoin,CANN,Coin,X11,PoW,#N/A,#N/A,#N/A
403,404,bluecoin,BlueCoin,BLU,Coin,X11,PoW/PoS,#N/A,#N/A,#N/A
404,405,veriumreserve,VeriumReserve,VRM,Coin,N/A,PoWT,#N/A,#N/A,#N/A
405,406,life,LIFE,LIFE,Token,N/A,N/A,#N/A,#N/A,#N/A
406,407,vslice,vSlice,VSL,Token,N/A,N/A,#N/A,#N/A,#N/A
407,408,bitdeal,Bitdeal,BDL,Coin,Scrypt,PoW,https://cdn.coinranking.com/rJwFKxrpW/bdl.svg,https://bitdeal.co.in/,0
408,409,cryptonite,Cryptonite,XCN,Coin,#N/A,#N/A,#N/A,#N/A,#N/A
409,410,bitcloud,Bitcloud,BTDX,Coin,#N/A,#N/A,https://cdn.coinranking.com/media/14761939/btdx.png?width=46,https://bit-cloud.info/,0
410,411,neutron,Neutron,NTRN,Coin,SHA256,PoW/PoS,#N/A,#N/A,#N/A
411,412,sumokoin,Sumokoin,SUMO,Coin,CryptoNight,PoW,#N/A,#N/A,#N/A
412,413,internxt,Internxt,INXT,Token,#N/A,#N/A,#N/A,#N/A,#N/A
413,414,gobyte,GoByte,GBX,Coin,NeoScrypt,PoW,#N/A,#N/A,#N/A
414,415,evergreencoin,EverGreenCoin,EGC,Coin,X15,PoW/PoS,#N/A,#N/A,#N/A
415,416,htmlcoin,HTMLCOIN,HTML5,Coin,X15,PoW/PoS,#N/A,#N/A,#N/A
416,417,divi,Divi,DIVX,Token,N/A,N/A,#N/A,#N/A,#N/A
417,418,chips,CHIPS,CHIPS,Coin,#N/A,#N/A,#N/A,#N/A,#N/A
418,419,oceanlab,Oceanlab,OCL,Token,N/A,DPoS/LPoS,#N/A,#N/A,#N/A
419,420,asiacoin,AsiaCoin,AC,Coin,Scrypt,PoS,#N/A,#N/A,#N/A
420,421,ergo,Ergo,EFYT,Token,N/A,N/A,#N/A,#N/A,#N/A
421,422,geocoin,GeoCoin,GEO,Coin,Scrypt,N/A,#N/A,#N/A,#N/A
422,423,adshares,AdShares,ADST,Token,N/A,N/A,#N/A,#N/A,#N/A
423,424,putincoin,PutinCoin,PUT,Coin,Scrypt,PoW/PoS,#N/A,#N/A,#N/A
424,425,startcoin,Startcoin,START,Coin,X11,PoW,#N/A,#N/A,#N/A
425,426,blockpool,Blockpool,BPL,Coin,DPoS,N/A,#N/A,#N/A,#N/A
426,427,thegcccoin,TheGCCcoin,GCC,Coin,Scrypt,PoW,#N/A,#N/A,#N/A
427,428,zrcoin,ZrCoin,ZRC,Token,N/A,N/A,#N/A,#N/A,#N/A
428,429,pirl,Pirl,PIRL,Coin,Dagger,PoW,#N/A,#N/A,#N/A
429,430,universal-currency,Universal Currency,UNIT,Coin,SHA256,PoW/PoS,#N/A,#N/A,#N/A
430,431,trezarcoin,TrezarCoin,TZC,Coin,NeoScrypt,PoW/PoS,#N/A,#N/A,#N/A
431,432,adelphoi,Adelphoi,ADL,Token,N/A,N/A,#N/A,#N/A,#N/A
432,433,parkbyte,ParkByte,PKB,Coin,SHA256,PoW/PoS,#N/A,#N/A,#N/A
433,434,crystal-clear,Crystal Clear ,CCT,Token,#N/A,#N/A,#N/A,#N/A,#N/A
434,435,worldcoin,WorldCoin,WDC,Coin,Scrypt,PoW,#N/A,#N/A,#N/A
435,436,creativecoin,Creativecoin,CREA,Coin,Keccak,PoW,#N/A,#N/A,#N/A
436,437,huntercoin,HunterCoin,HUC,Coin,Multiple,PoW,#N/A,#N/A,#N/A
437,438,karbowanec,Karbowanec,KRB,Coin,CryptoNight,PoW,#N/A,#N/A,#N/A
438,439,indorse-token,Indorse Token,IND,Token,N/A,N/A,#N/A,#N/A,#N/A
439,440,chaincoin,ChainCoin,CHC,Coin,N/A,N/A,#N/A,#N/A,#N/A
440,441,vtorrent,vTorrent,VTR,Coin,Scrypt,PoW/PoS,#N/A,#N/A,#N/A
441,442,darcrus,Darcrus,DAR,Token,N/A,N/A,#N/A,#N/A,#N/A
442,443,real-estate-tokens,REX,REX,Token,#N/A,#N/A,#N/A,#N/A,#N/A
443,444,magi,Magi,XMG,Coin,M7M,PoW/PoM/PoSII,#N/A,#N/A,#N/A
444,445,innova,Innova,INN,Coin,NeoScrypt,PoW,#N/A,#N/A,#N/A
445,446,newyorkcoin,NewYorkCoin,NYC,Coin,Scrypt,PoW,#N/A,#N/A,#N/A
446,447,solaris,Solaris,XLR,Coin,#N/A,#N/A,#N/A,#N/A,#N/A
447,448,mercury-protocol,Mercury Protocol,GMT,Token,#N/A,#N/A,#N/A,#N/A,#N/A
448,449,hedge,Hedge,HDG,Token,N/A,N/A,#N/A,#N/A,#N/A
449,450,publica,Publica,PBL,Token,N/A,N/A,#N/A,#N/A,#N/A
450,451,crave,Crave,CRAVE,Coin,Scrypt,PoW/PoS,#N/A,#N/A,#N/A
451,452,mywish,MyWish,WISH,Token,#N/A,#N/A,#N/A,#N/A,#N/A
452,453,starta,Starta,STA,Token,N/A,N/A,#N/A,#N/A,#N/A
453,454,linda,Linda,LINDA,Coin,Scrypt,PoW/PoS,#N/A,#N/A,#N/A
454,455,kolion,Kolion,KLN,Token,#N/A,#N/A,#N/A,#N/A,#N/A
455,456,tokes,Tokes,TKS,Token,N/A,N/A,#N/A,#N/A,#N/A
456,457,megacoin,Megacoin,MEC,Coin,Scrypt,PoW,#N/A,#N/A,#N/A
457,458,hush,Hush,HUSH,Coin,Equihash,PoW,#N/A,#N/A,#N/A
458,459,e-gulden,e-Gulden,EFL,Coin,Scrypt,PoW,#N/A,#N/A,#N/A
459,460,anoncoin,Anoncoin,ANC,Coin,#N/A,#N/A,#N/A,#N/A,#N/A
460,461,rupee,Rupee,RUP,Coin,Scrypt,PoW,#N/A,#N/A,#N/A
461,462,bulwark,Bulwark,BWK,Coin,NIST5,PoW/PoS,#N/A,#N/A,#N/A
462,463,alqo,ALQO,ALQO,Coin,#N/A,#N/A,#N/A,#N/A,#N/A
463,464,dotcoin,Dotcoin,DOT,Coin,Scrypt,PoW,#N/A,#N/A,#N/A
464,465,autonio,Autonio,NIO,Token,#N/A,#N/A,#N/A,#N/A,#N/A
465,466,spreadcoin,SpreadCoin,SPR,Coin,X11,PoW,#N/A,#N/A,#N/A
466,467,terracoin,Terracoin,TRC,Coin,SHA256,PoW,#N/A,#N/A,#N/A
467,468,cryptoping,CryptoPing,PING,Token,N/A,N/A,#N/A,#N/A,#N/A
468,469,luxcoin,LUXCoin,LUX,Coin,PHI1612,PoW/PoS,#N/A,#N/A,#N/A
469,470,ixcoin,Ixcoin,IXC,Coin,SHA256,PoW,#N/A,#N/A,#N/A
470,471,social,Social,SCL,Token,N/A,N/A,#N/A,#N/A,#N/A
471,472,quark,Quark,QRK,Coin,Multiple,PoW,#N/A,#N/A,#N/A
472,473,smartbillions,SmartBillions,SMART,Coin,Keccak,PoW,https://cdn.coinranking.com/media/1383906/smart.png?width=46,https://smartcash.cc/,0
473,474,vivo,VIVO,VIVO,Coin,NeoScrypt,PoW,#N/A,#N/A,#N/A
474,475,equitrader,EquiTrader,EQT,Coin,Scrypt,PoW,#N/A,#N/A,#N/A
475,476,pandacoin-pnd,Pandacoin,PND,Coin,Scrypt,PoS,#N/A,#N/A,#N/A
476,477,dnotes,DNotes,NOTE,Coin,Scrypt,PoW,#N/A,#N/A,#N/A
477,478,colossuscoin-v2,Colossuscoin V2,CV2,Coin,#N/A,#N/A,#N/A,#N/A,#N/A
478,479,onix,Onix,ONX,Coin,X11,PoW,#N/A,#N/A,#N/A
479,480,bitcoinz,BitcoinZ,BTCZ,Coin,Equihash,PoW,#N/A,#N/A,#N/A
480,481,eboostcoin,eBoost,EBST,Coin,Scrypt,PoW,#N/A,#N/A,#N/A
481,482,luckchain,LuckChain,BASH,Coin,Scrypt,PoW/PoS,#N/A,#N/A,#N/A
482,483,cartaxi-token,CarTaxi Token,CTX,Token,N/A,N/A,#N/A,#N/A,#N/A
483,484,real,REAL,REAL,Token,#N/A,#N/A,#N/A,#N/A,#N/A
484,485,ufo-coin,UFO Coin,UFO,Coin,#N/A,#N/A,#N/A,#N/A,#N/A
485,486,qvolta,Qvolta,QVT,Token,#N/A,#N/A,#N/A,#N/A,#N/A
486,487,unbreakablecoin,UnbreakableCoin,UNB,Coin,SHA256,PoW,#N/A,#N/A,#N/A
487,488,supercoin,SuperCoin,SUPER,Coin,X11,PoW/PoS,#N/A,#N/A,#N/A
488,489,fantomcoin,Fantomcoin,FCN,Coin,CryptoNight,PoW,#N/A,#N/A,#N/A
489,490,flypme,FlypMe,FYP,Token,N/A,N/A,#N/A,#N/A,#N/A
490,491,centurion,Centurion,CNT,Coin,X11,PoW/PoS,https://cdn.coinranking.com/media/1383150/cnt.png?width=46,http://www.centurionlab.org/,0
491,492,audiocoin,AudioCoin,ADC,Coin,Scrypt,PoW/PoS,#N/A,#N/A,#N/A
492,493,fastcoin,Fastcoin,FST,Coin,Scrypt,PoW,#N/A,#N/A,#N/A
493,494,digipulse,DigiPulse,DGPT,Token,N/A,N/A,#N/A,#N/A,#N/A
494,495,bitcoin-red,Bitcoin Red,BTCRED,Token,N/A,N/A,#N/A,#N/A,#N/A
495,496,cryptogenic-bullion,Crypto Bullion,CBX,Coin,Scrypt,PoW/PoS,#N/A,#N/A,#N/A
496,497,wavesgo,WavesGo,WGO,Token,N/A,N/A,#N/A,#N/A,#N/A
497,498,electra,Electra,ECA,Coin,#N/A,#N/A,#N/A,#N/A,#N/A
498,499,britcoin,BritCoin,BRIT,Coin,X13,PoW/PoS,#N/A,#N/A,#N/A
499,500,hyperstake,HyperStake,HYP,Coin,X11,PoW/PoS,#N/A,#N/A,#N/A
500,501,zennies,Zennies,ZENI,Coin,Scrypt,PoS,#N/A,#N/A,#N/A
501,502,ico-openledger,ICO OpenLedger,ICOO,Token,#N/A,#N/A,#N/A,#N/A,#N/A
502,503,pure,Pure,PURE,Coin,X11,PoW/PoS,#N/A,#N/A,#N/A
503,504,gcoin,GCoin,GCN,Coin,#N/A,#N/A,#N/A,#N/A,#N/A
504,505,janus,Janus,JNS,Token,N/A,N/A,#N/A,#N/A,#N/A
505,506,xgox,XGOX,XGOX,Coin,#N/A,#N/A,#N/A,#N/A,#N/A
506,507,vsync-vsx,Vsync,VSX,Coin,X13,PoW/PoS,#N/A,#N/A,#N/A
507,508,footy-cash,Footy Cash,XFT,Coin,#N/A,#N/A,#N/A,#N/A,#N/A
508,509,goldblocks,GoldBlocks,GB,Coin,X11,PoW/PoS,#N/A,#N/A,#N/A
509,510,ethbits,Ethbits,ETBS,Token,N/A,N/A,#N/A,#N/A,#N/A
510,511,privatix,Privatix,PRIX,Token,#N/A,#N/A,#N/A,#N/A,#N/A
511,512,fundyourselfnow,FundYourselfNow,FYN,Token,#N/A,#N/A,#N/A,#N/A,#N/A
512,513,altcoin-alt,Altcoin,ALT,Token,#N/A,#N/A,#N/A,#N/A,#N/A
513,514,zoin,Zoin,ZOI,Coin,Lyra2RE,PoW,#N/A,#N/A,#N/A
514,515,elementrem,Elementrem,ELE,Coin,Ethash,PoW,#N/A,#N/A,#N/A
515,516,magnet,Magnet,MAG,Coin,#N/A,#N/A,#N/A,#N/A,#N/A
516,517,1337coin,1337,1337,Coin,X13,PoW/PoS,#N/A,#N/A,#N/A
517,518,giga-watt-token,Giga Watt Token,WTT,Token,N/A,N/A,#N/A,#N/A,#N/A
518,519,denarius-dnr,Denarius,DNR,Coin,NIST5,PoW/PoS,#N/A,#N/A,#N/A
519,520,42-coin,42-coin,42,Coin,Scrypt,PoW/PoS,#N/A,#N/A,#N/A
520,521,neverdie,NEVERDIE,NDC,Token,N/A,N/A,#N/A,#N/A,#N/A
521,522,virtacoin,Virtacoin,VTA,Coin,#N/A,#N/A,#N/A,#N/A,#N/A
522,523,legends-room,Legends Room,LGD,Token,N/A,N/A,#N/A,#N/A,#N/A
523,524,linx,Linx,LINX,Coin,Scrypt,PoW,#N/A,#N/A,#N/A
524,525,ellaism,Ellaism,ELLA,Coin,Ethash,PoW,#N/A,#N/A,#N/A
525,526,tracto,Tracto,TRCT,Token,N/A,N/A,#N/A,#N/A,#N/A
526,527,visio,Visio,VISIO,Coin,X13,PoW/PoS,#N/A,#N/A,#N/A
527,528,flik,FLiK,FLIK,Token,#N/A,#N/A,#N/A,#N/A,#N/A
528,529,opus,Opus,OPT,Token,N/A,N/A,#N/A,#N/A,#N/A
529,530,zeitcoin,Zeitcoin,ZEIT,Coin,PoS,PoS,#N/A,#N/A,#N/A
530,531,atlant,ATLANT,ATL,Token,N/A,N/A,#N/A,#N/A,#N/A
531,532,unitus,Unitus,UIS,Coin,Multiple,PoW,#N/A,#N/A,#N/A
532,533,carboncoin,Carboncoin,CARBON,Coin,Scrypt,PoW,#N/A,#N/A,#N/A
533,534,arcticcoin,ArcticCoin,ARC,Coin,X11,PoW,#N/A,#N/A,#N/A
534,535,authorship,Authorship,ATS,Token,N/A,N/A,#N/A,#N/A,#N/A
535,536,embers,Embers,MBRS,Token,N/A,N/A,#N/A,#N/A,#N/A
536,537,russiacoin,RussiaCoin,RC,Coin,Scrypt,PoW/PoS,#N/A,#N/A,#N/A
537,538,sprouts,Sprouts,SPRTS,Coin,#N/A,#N/A,#N/A,#N/A,#N/A
538,539,intensecoin,IntenseCoin,ITNS,Coin,#N/A,#N/A,#N/A,#N/A,#N/A
539,540,biblepay,BiblePay,BBP,Coin,#N/A,#N/A,#N/A,#N/A,#N/A
540,541,unify,Unify,UNIFY,Coin,Scrypt,PoW,#N/A,#N/A,#N/A
541,542,draftcoin,DraftCoin,DFT,Coin,Scrypt,PoS,#N/A,#N/A,#N/A
542,543,influxcoin,Influxcoin,INFX,Coin,X11,PoW/PoS,#N/A,#N/A,#N/A
543,544,miners-reward-token,Miners' Reward Token,MRT,Token,N/A,N/A,#N/A,#N/A,#N/A
544,545,monacocoin,Monoeci,XMCC,Coin,X11,PoW/PoS,#N/A,#N/A,#N/A
545,546,erc20,ERC20,ERC20,Token,#N/A,#N/A,#N/A,#N/A,#N/A
546,547,woodcoin,Woodcoin,LOG,Coin,N/A,PoW,#N/A,#N/A,#N/A
547,548,bytecent,Bytecent,BYC,Coin,N/A,PoW,#N/A,#N/A,#N/A
548,549,bitcoin-scrypt,Bitcoin Scrypt,BTCS,Coin,Scrypt,PoW,#N/A,#N/A,#N/A
549,550,mazacoin,MazaCoin,MZC,Coin,SHA256,PoW/PoS,#N/A,#N/A,#N/A
550,551,abjcoin,Abjcoin,ABJ,Coin,#N/A,#N/A,#N/A,#N/A,#N/A
551,552,piplcoin,PiplCoin,PIPL,Token,#N/A,#N/A,#N/A,#N/A,#N/A
552,553,growers-international,Growers International,GRWI,Coin,DPoS,N/A,#N/A,#N/A,#N/A
553,554,coin,Coin(O),CNO,Coin,Scrypt,PoW,#N/A,#N/A,#N/A
554,555,procurrency,ProCurrency,PROC,Coin,SHA256,PoS,#N/A,#N/A,#N/A
555,556,orbitcoin,Orbitcoin,ORB,Coin,NeoScrypt,PoW/PoS,#N/A,#N/A,#N/A
556,557,buzzcoin,BuzzCoin,BUZZ,Coin,SHA256D,PoW/PoS,#N/A,#N/A,#N/A
557,558,smileycoin,SmileyCoin,SMLY,Coin,Scrypt,PoW,#N/A,#N/A,#N/A
558,559,royal-kingdom-coin,Royal Kingdom Coin,RKC,Token,N/A,N/A,#N/A,#N/A,#N/A
559,560,zetacoin,Zetacoin,ZET,Coin,SHA256,PoW,#N/A,#N/A,#N/A
560,561,kobocoin,Kobocoin,KOBO,Coin,X15,PoW/PoS,#N/A,#N/A,#N/A
561,562,crowdcoin,CrowdCoin,CRC,Token,Scrypt,PoW,#N/A,#N/A,#N/A
562,563,bata,Bata,BTA,Coin,Scrypt,PoW,#N/A,#N/A,#N/A
563,564,canada-ecoin,Canada eCoin,CDN,Coin,Scrypt,PoW,#N/A,#N/A,#N/A
564,565,greencoin,Greencoin,GRE,Coin,Scrypt,PoW,#N/A,#N/A,#N/A
